sku,nome,categoria,preco
3308721,Monitor Gaming Cooler Master 27 GM27-FQS ARGB QHD 1ms 165Hz HDMI DP,Monitores,355
3060629,Monitor Gaming Curved 32.0 JVC LT-GN32525U 1ms 165Hz QHD 2xHDMI DP,Monitores,355
2878270,Monitor Gaming Curved Acer 27.0 EI272UR 4ms 144Hz Full HD DP HDMI,Monitores,312
2626871,Monitor Gaming Curved Acer 27.0 XZ270 1ms 240Hz Full HD HDMI DP,Monitores,336
2878300,Monitor Gaming Curved Acer 31.5 ED323QUR 4ms 144Hz Full HD DP HDMI,Monitores,365
2762654,Monitor Gaming Curved HYE 23.8 HY24WCGB 1ms 165Hz Full HD HDMI DP,Monitores,144
2762661,Monitor Gaming Curved HYE 27.0 HY27WCGB 1ms 165Hz Full HD HDMI DP,Monitores,155
3144688,Monitor Gaming Curved MSI 27.0 Optix G271C Full HD 1ms 165Hz HDMI DP,Monitores,349
2463810,Monitor Gaming Curved MSI 27.0 Optix G27C5 1ms 165Hz Full HD (1500R),Monitores,286
2674230,Monitor Gaming Curved MSI 27.0 Optix G27CQ4 WQHD 1ms 165Hz WQHD HDMI DP,Monitores,426
3317235,Monitor Gaming Curved Mtek 27 M27SFV240C Full HD HDMI DP 1ms 240Hz Bivolt,Monitores,225
2667829,Monitor Gaming Curved ViewSonic 27.0 Elite XG270QC 1ms 165Hz QHD HDMI DP,Monitores,399
2399188,Monitor Gaming Gigabyte 27.0 Aorus FI27Q 1ms 165Hz QHD LED HDMI DP,Monitores,630
3129012,Monitor Gaming MSI 23.8 Optix G241V E2 Full HD 1ms 75Hz HDMI DP Preto,Monitores,177
3129029,Monitor Gaming MSI 23.8 Optix G242P Full HD 1ms 144Hz HDMI DP Preto,Monitores,240
3275962,Monitor Gaming MSI 27.0 Optix G272 Full HD 1ms 144Hz HDMI DP,Monitores,308
2769769,Monitor Gaming Mtek 25.0 M25F165 FHD 1ms 165Hz HDMI DP,Monitores,170
2769738,Monitor Gaming Mtek 27.0 M27SF165 FHD 1ms 165Hz HDMI DP,Monitores,180
2700595,Monitor Gaming ViewSonic 27.0 Elite XG270 1ms 240Hz Full HD HDMI DP,Monitores,435
3314036,Monitor HP 21.5 M22f LED Full HD VGA HDMI Bivolt,Monitores,117
3314029,Monitor HP 23.8 M24fw LED Full HD IPS VGA HDMI Bivolt,Monitores,162
3314012,Monitor HP 27.0 M27fw LED Full HD IPS VGA HDMI Bivolt,Monitores,191
664325,Monitor LG 25.0 25UM58-P Ultra Wide Full HD,Monitores,180
3227695,Monitor LG 26.0 26WQ500-B IPS HDR UltraWide FHD 75Hz 5ms 2x HDMI Bivolt,Monitores,195
2596013,Monitor LG 27.0 27MK400H-B 2ms 75Hz Full HD HDMI VGA,Monitores,166
2747545,Monitor LG 27.0 27QN600-B 75Hz Quad HD IPS HDR10 HDMI DP,Monitores,330
3105757,Monitor LG 27.0 27QN880-B Quad-HD IPS HDMI 75Hz com Suporte ErgonÃ´mico,Monitores,399
1914450,Monitor LG 29 29WN600-W 5ms 75Hz Full HD UltraWide HDR10 HDMI DP,Monitores,285
2718712,Monitor LG 31.5 32QN600-B 75Hz Quad HD IPS HDR HDMI DP,Monitores,336
3227725,Monitor LG 34.0 34WP500-B IPS UltraWide FHD 75Hz 5ms 2x HDMI Bivolt,Monitores,385
3029435,Monitor LG LED 24.0 24MP400-B 5ms 75Hz Full HD IPS HDMI VGA,Monitores,129
2718699,Monitor LG LED 27.0 27MK600M-B Full HD IPS HDMI VGA 75Hz Bivolt,Monitores,195
2612232,Monitor LG LED 31.5 32GN600-B UltraGear QHD IPS HDMI DP 165Hz Bivolt,Monitores,340
2606378,Monitor MSI 23.8 Optix FULL HD G241 Gaming 1ms 144Hz IPS HDMI DP,Monitores,222
3129005,Monitor MSI 23.8 Pro MP241X Series Full HD 8ms 75Hz HDMI VGA Preto,Monitores,158
2814995,Monitor Mtek 18.5 M19HD HD HDMI VGA,Monitores,82
3331088,Monitor Mtek 23.8 MS24SFV75P Full HD HDMI 5ms 75Hz Bivolt,Monitores,105
2749631,Monitor Philips 18.5 193V5L V-Line HD LED HDMI VGA 5ms 60Hz,Monitores,97
2784724,Monitor Philips 27.0 272V8LA 75Hz Full HD HDMI DP,Monitores,151
2784694,Monitor Philips 34.0 343E2 75Hz Wide Full HD HDMI DP,Monitores,295
2728544,Monitor Samsung 19.0 LS19A330NHLXZX 60Hz HD HDMI VGA,Monitores,96.5
1112924,Monitor Samsung LED 22 LS22F350FHLX HDMI VGA Preto,Monitores,124
3118566,Monitor Smart LG 27.0 27ART10AKPL StanbyMe Touch Full HD HDR HDMI,Monitores,990
3068205,Smart Monitor Samsung 24 S24AM506NL M5 14ms 60Hz Full HD HDMI USB Tizen,Monitores,220
2532912,Smart Monitor Samsung M5 LED 27 S27AM500NL Smart Hub,Monitores,210
2122625,KeyPad Gaming Mtek 70x22cm,Mouse & Mouse Pad,3.5
3078839,Kit Mouse + Mouse Pad + Headset Razer Battle Bundle RZ85-03240100-B3U1,Mouse & Mouse Pad,78.75
3068090,Mouse Aigo BM21 2400DPI com Fio - Preto,Mouse & Mouse Pad,4.9
3068069,Mouse Aigo M300 1600DPI sem Fio - Branco,Mouse & Mouse Pad,14.9
3068076,Mouse Aigo M300 1600DPI sem Fio - Preto,Mouse & Mouse Pad,14.9
3068083,Mouse Aigo M300 1600DPI sem Fio - Rosa,Mouse & Mouse Pad,14.9
3273906,Mouse com Fio Sate A-30 wired optical 1000DPI,Mouse & Mouse Pad,2.5
3273913,Mouse com Fio Sate A-31 wired optical 1000DPI,Mouse & Mouse Pad,2.5
3188446,Mouse com Fio Satechi C1 ST-AWUCMM USB-C Cinza,Mouse & Mouse Pad,22
2183220,Mouse Gamer ELG CGMMAY 6 BotÃµes 3200dpi LED 7 Cores + Mouse Pad 3mm,Mouse & Mouse Pad,9.5
2657295,Mouse Gamer ELG Death MGDR Run 7 botÃµes TermoplÃ¡stico RGB 6400dpi - Preto,Mouse & Mouse Pad,16.9
2657424,Mouse Gamer ELG Flakes Power FLKM001 EPIC RGB 7 botÃµes 4800dpi - Preto,Mouse & Mouse Pad,15.9
2657325,Mouse Gamer ELG Strike Soldier MGSS LED 250Hz 4MS 4800DPI - Preto,Mouse & Mouse Pad,12.9
3161890,Mouse Gamer Glorious MODEL D RGB - Branco (Com Cabo),Mouse & Mouse Pad,54
3161883,Mouse Gamer Glorious MODEL D RGB - Preto (Com Cabo),Mouse & Mouse Pad,54
3161913,Mouse Gamer Glorious MODEL D- RGB - Branco (Com Cabo),Mouse & Mouse Pad,54
3161906,Mouse Gamer Glorious MODEL D- RGB - Preto (Com Cabo),Mouse & Mouse Pad,54
3161852,Mouse Gamer Glorious MODEL O RGB - Branco (Com Cabo),Mouse & Mouse Pad,54
3161838,Mouse Gamer Glorious MODEL O RGB - Preto (Com Cabo),Mouse & Mouse Pad,54
3161937,Mouse Gamer Glorious MODEL O RGB Wireless - Branco,Mouse & Mouse Pad,95
3161845,Mouse Gamer Glorious MODEL O- RGB - Branco (Com Cabo),Mouse & Mouse Pad,54
3161869,Mouse Gamer Glorious MODEL O- RGB - Preto (Com Cabo),Mouse & Mouse Pad,54
3146392,Mouse Gamer Krab Chimera KBGMR50 RGB 24000DPI - Preto (Com Cabo),Mouse & Mouse Pad,20.5
3146415,Mouse Gamer Krab Dual Shadow KBGMD30 RGB 10000DPI Wireless USB - Preto,Mouse & Mouse Pad,20.5
3146408,Mouse Gamer Krab Specter KBGMR20 RGB 10000DPI - Preto (Com Cabo),Mouse & Mouse Pad,12.5
2886817,Mouse Gamer T-Dagger T-TGM203 Warrant Officer RGB 4800 DPI com Fio,Mouse & Mouse Pad,13.75
2886985,Mouse Gamer T-Dagger T-TGM205 Senior RGB 4800 DPI com Fio,Mouse & Mouse Pad,13.75
3125120,Mouse Gamer T-Dagger T-TGM206W Beifadier RGB (Com Fio),Mouse & Mouse Pad,13.9
2886992,Mouse Gamer T-Dagger T-TGM301 Lieutenant RGB 8000 DPI com Fio,Mouse & Mouse Pad,15.9
3125137,Mouse Gamer T-Dagger T-TGM302 Captain RGB (Com Fio),Mouse & Mouse Pad,16.9
2886800,Mouse Gamer Wireless T-Dagger T-TGM101 Aircraftman RGB 2400 DPI,Mouse & Mouse Pad,12.75
3010198,Mouse Gaming com Fio EVGA X17 16000DPI FPS (903-W1-17BK-KR),Mouse & Mouse Pad,21.9
3010181,Mouse Gaming com Fio EVGA X17 16000DPI FPS (903-W1-17GR-KR),Mouse & Mouse Pad,21.9
2957081,Mouse Gaming com Fio MSI Clutch GM60 RGB 10.800 DPI Preto,Mouse & Mouse Pad,50
1893588,Mouse Gaming Logitech G502 Hero com Fio 910-005550 USB Preto,Mouse & Mouse Pad,42.5
2540146,Mouse Gaming Logitech G600 com Fio (200-8200 DPI) Preto,Mouse & Mouse Pad,45
153119,Mouse Gaming Logitech Wireless G305 LIGHTSPEED (910-006013) Azul,Mouse & Mouse Pad,31.9
2851037,Mouse Gaming Mox MO-ME210 (Com fio),Mouse & Mouse Pad,9.5
3263266,Mouse Gaming Moxom Fury LED MX-MS11 6.400 DPI (Com Fio),Mouse & Mouse Pad,13
2002828,Mouse Gaming Rapoo V16 Pro VPro com Fio - Preto,Mouse & Mouse Pad,8.75
2002835,Mouse Gaming Rapoo V210 VPro com Fio - Preto,Mouse & Mouse Pad,14.9
2002743,Mouse Gaming Rapoo V310 VPro com Fio - Preto,Mouse & Mouse Pad,24.9
2442174,Mouse Gaming Razer Deathadder V2 Mini RZ01-03340100-R3U1 com Fio,Mouse & Mouse Pad,33.75
2442167,Mouse Gaming Razer Deathadder V2 RZ01-03210100-R3U1 com Fio,Mouse & Mouse Pad,45.5
2930497,Mouse Gaming Razer Orochi V2 Bluetooth (Sem fio),Mouse & Mouse Pad,64.5
2305608,Mouse Gaming Redragon Blade M692 sem Fio Preto Vermelho,Mouse & Mouse Pad,15.9
2639895,Mouse Gaming Redragon Cobra - RGB com fio M711W - Branco,Mouse & Mouse Pad,20.9
2394558,Mouse Gaming Redragon Gainer M610 com Fio - Preto,Mouse & Mouse Pad,10.9
2305646,Mouse Gaming Redragon Griffin M607 com Fio Preto Vermelho,Mouse & Mouse Pad,13.9
2764931,Mouse Gaming Redragon Griffin M607W RGB (Com Fio),Mouse & Mouse Pad,14.9
2436173,Mouse Gaming Redragon Inquisitor 2-RGB com fio M716A - Preto,Mouse & Mouse Pad,16.9
2305653,Mouse Gaming Redragon Invader M719-RGB com Fio Preto,Mouse & Mouse Pad,17.9
2394602,Mouse Gaming Redragon Lonewolf2 M721Pro com Fio - Preto,Mouse & Mouse Pad,21.9
3329313,Chromebook Acer C722-K4CN MKT MT8183 4GB 32GB eMMC 11.6 HD ChromeOS,Notebook,153
3330913,Chromebook Acer C722-K4CN MKT MT8183 4GB 32GB eMMC 11.6 HD ChromeOS (caixa feia,Notebook,153
3270851,Chromebook Acer CB311-11H-K04N MKT MT8183 4GB 32GB eMMC 11.6 HD ChromeOS,Notebook,153
